,diameter,baseline_subtracted,time,subject,expression,eid
54,72.51549077458779,3.0772120480055274,0.2999999999999998,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
55,70.01771572348744,0.5794369969051675,0.3999999999999998,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
56,66.02536922922529,-3.412909497356982,0.4999999999999998,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
57,66.8271834494363,-2.611095277145966,0.5999999999999996,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
58,73.81121539329745,4.372936666715174,0.6999999999999997,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
59,75.35184886457745,5.913570137995183,0.7999999999999998,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
60,71.17212107875952,1.733842352177251,0.8999999999999997,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
61,70.77671445363562,1.3384357270533558,0.9999999999999996,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
62,77.56663669890061,8.128357972318343,1.0999999999999996,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
63,80.92117478286984,11.48289605628757,1.1999999999999997,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
64,78.33408274573672,8.895804019154461,1.2999999999999996,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
65,73.62409772264682,4.185818996064557,1.3999999999999995,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
66,68.41448715314672,-1.0237915734355387,1.4999999999999996,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
67,63.163892516157155,-6.274386210425107,1.5999999999999996,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
68,66.8239525765627,-2.6143261500195667,1.6999999999999993,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
69,83.24406541315908,13.805786686576814,1.7999999999999994,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
70,91.87422808736007,22.435949360777794,1.8999999999999995,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
71,84.20790058251683,14.769621855934563,1.9999999999999996,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
72,74.71976921402951,5.281490487447246,2.0999999999999996,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
73,76.28673567663546,6.848456950053196,2.1999999999999993,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
74,75.88511626071595,6.446837534133688,2.2999999999999994,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
75,68.49277065818427,-0.9455080683980028,2.3999999999999995,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
76,59.930016961698996,-9.50826176488327,2.499999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
77,63.16006834993995,-6.278210376642319,2.599999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
78,68.34139295148843,-1.0968857750938354,2.6999999999999993,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
79,73.70864553441956,4.270366807837304,2.7999999999999994,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
80,83.20528109447326,13.767002367891,2.8999999999999995,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
81,83.22000864396344,13.781729917381176,2.999999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
82,83.92872354590939,14.490444819327118,3.099999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
83,88.46916826893957,19.030889542357308,3.1999999999999993,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
84,90.811924315108,21.373645588525736,3.299999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
85,89.73275332257019,20.294474595987925,3.399999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
86,83.8805831337725,14.442304407190242,3.499999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
87,82.41248091671837,12.974202190136106,3.5999999999999988,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
88,72.66991763090223,3.231638904319963,3.6999999999999993,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
89,63.881084688678655,-5.557194037903614,3.799999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
90,67.06933134395932,-2.368947382622948,3.8999999999999986,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
91,75.17436169786119,5.736082971278912,3.999999999999999,ZFM-02181,0,91e629f5-f161-44e4-8dd0-15954c602f02
92,,,-0.5,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
93,,,-0.4,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
94,,,-0.30000000000000004,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
95,,,-0.20000000000000007,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
96,,,-0.10000000000000009,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
97,,,-1.1102230246251565e-16,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
98,,,0.09999999999999987,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
99,,,0.19999999999999984,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
100,,,0.2999999999999998,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
101,,,0.3999999999999998,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
102,,,0.4999999999999998,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
103,,,0.5999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
104,,,0.6999999999999997,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
105,,,0.7999999999999998,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
106,,,0.8999999999999997,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
107,,,0.9999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
108,,,1.0999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
109,,,1.1999999999999997,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
110,,,1.2999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
111,,,1.3999999999999995,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
112,,,1.4999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
113,,,1.5999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
114,,,1.6999999999999993,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
115,,,1.7999999999999994,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
116,,,1.8999999999999995,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
117,,,1.9999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
118,,,2.0999999999999996,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
119,,,2.1999999999999993,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
120,,,2.2999999999999994,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
121,,,2.3999999999999995,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
122,,,2.499999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
123,,,2.599999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
124,,,2.6999999999999993,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
125,,,2.7999999999999994,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
126,,,2.8999999999999995,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
127,,,2.999999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
128,,,3.099999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
129,,,3.1999999999999993,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
130,,,3.299999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
131,,,3.399999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
132,,,3.499999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
133,,,3.5999999999999988,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
134,,,3.6999999999999993,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
135,,,3.799999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
136,,,3.8999999999999986,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
137,,,3.999999999999999,ZFM-02600,1,0d24afce-9d3c-449e-ac9f-577eefefbd7e
138,347.24475511046876,18.257018258958087,-0.5,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
139,335.1252922927827,6.137555441272087,-0.4,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
140,325.4375942980783,-3.5501425534323308,-0.30000000000000004,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
141,327.5110760932331,-1.4766607582775484,-0.20000000000000007,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
142,328.2672236387494,-0.7205132127612587,-0.10000000000000009,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
143,313.88316149247925,-15.104575359031386,-1.1102230246251565e-16,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
144,312.38635733613927,-16.60137951537136,0.09999999999999987,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
145,346.31240929644656,17.324672444935903,0.19999999999999984,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
146,429.47888569914505,100.49114884763443,0.2999999999999998,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
147,550.4114979022387,221.42376105072805,0.3999999999999998,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
148,660.3257507705842,331.3380139190736,0.4999999999999998,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
149,700.2770168397484,371.2892799882378,0.5999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
150,669.1562281373602,340.1684912858496,0.6999999999999997,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
151,596.7034911574291,267.7157543059183,0.7999999999999998,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
152,546.9060302304456,217.918293378935,0.8999999999999997,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
153,517.2071366587691,188.21939980725844,0.9999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
154,504.1212358748056,175.133499023295,1.0999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
155,504.65236903600015,175.66463218448956,1.1999999999999997,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
156,489.43884062085465,160.451103769344,1.2999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
157,485.06076562860665,156.073028777096,1.3999999999999995,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
158,484.1405377096471,155.1528008581365,1.4999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
159,480.91953566142195,151.93179880991133,1.5999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
160,457.9304486752649,128.94271182375434,1.6999999999999993,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
161,431.3291111967602,102.34137434524958,1.7999999999999994,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
162,426.9430659869973,97.95532913548666,1.8999999999999995,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
163,445.5800292952093,116.59229244369864,1.9999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
164,449.10295677593115,120.11521992442051,2.0999999999999996,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
165,453.00566012797475,124.01792327646409,2.1999999999999993,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
166,453.9298691989669,124.94213234745628,2.2999999999999994,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
167,463.41732228820865,134.429585436698,2.3999999999999995,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
168,483.0254710526212,154.0377342011105,2.499999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
169,478.33846520757044,149.3507283560598,2.599999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
170,456.1587476868419,127.17101083533127,2.6999999999999993,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
171,404.77896925429775,75.79123240278707,2.7999999999999994,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
172,371.4724065057009,42.484669654190306,2.8999999999999995,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
173,376.6685319376773,47.68079508616665,2.999999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
174,369.4827692421069,40.49503239059626,3.099999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
175,362.81304476462816,33.82530791311754,3.1999999999999993,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
176,359.4081995286171,30.420462677106496,3.299999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
177,365.2431599517368,36.25542310022613,3.399999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
178,353.0334262036616,24.045689352150948,3.499999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
179,337.1002163357377,8.112479484227096,3.5999999999999988,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
180,324.03309104315747,-4.954645808353151,3.6999999999999993,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
181,335.25506552051144,6.267328669000784,3.799999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
182,353.535718555714,24.547981704203416,3.8999999999999986,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
183,344.6755570691621,15.687820217651481,3.999999999999999,ZFM-02600,1,5b7e1b65-b844-4fe8-b19e-1c3175290a63
184,245.52623415457225,1.2346312595476492,-0.5,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
185,241.73657765705642,-2.5550252379681817,-0.4,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
186,246.93618090236316,2.644578007338573,-0.30000000000000004,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
187,246.2259810170899,1.9343781220653187,-0.20000000000000007,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
188,244.96288020748926,0.6712773124646857,-0.10000000000000009,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
189,240.76860943848845,-3.522993456536122,-1.1102230246251565e-16,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
190,238.2277594599154,-6.063843435109187,0.09999999999999987,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
191,238.08903391402072,-6.202568981003863,0.19999999999999984,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
192,336.8878433453224,92.59624045029778,0.2999999999999998,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
193,453.9525494127404,209.6609465177158,0.3999999999999998,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
194,506.98764421762667,262.6960413226021,0.4999999999999998,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
195,455.34483024375953,211.053227348735,0.5999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
196,379.3125293707003,135.0209264756757,0.6999999999999997,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
197,330.7064136712033,86.41481077617871,0.7999999999999998,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
198,258.7894131155333,14.497810220508704,0.8999999999999997,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
199,185.9727159919728,-58.3188869030518,0.9999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
200,131.70143431088232,-112.59016858414226,1.0999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
201,112.15355178189938,-132.13805111312521,1.1999999999999997,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
202,137.0979649159413,-107.19363797908329,1.2999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
203,191.63835661435985,-52.65324628066474,1.3999999999999995,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
204,263.87420258579226,19.58259969076768,1.4999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
205,329.04010252273054,84.74849962770597,1.5999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
206,359.0084532978916,114.71685040286702,1.6999999999999993,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
207,376.0063763573816,131.71477346235702,1.7999999999999994,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
208,400.9870771910895,156.69547429606487,1.8999999999999995,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
209,414.976640227159,170.6850373321344,1.9999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
210,392.20076564206875,147.90916274704415,2.0999999999999996,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
211,319.7712511297291,75.47964823470453,2.1999999999999993,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
212,280.93536079928083,36.643757904256226,2.2999999999999994,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
213,293.60633171379357,49.31472881876895,2.3999999999999995,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
214,319.1042282204824,74.81262532545787,2.499999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
215,341.7923052716762,97.50070237665163,2.599999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
216,343.86216363115756,99.57056073613296,2.6999999999999993,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
217,336.5785421335444,92.28693923851982,2.7999999999999994,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
218,347.22240449676025,102.93080160173562,2.8999999999999995,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
219,347.8988757774263,103.60727288240176,2.999999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
220,338.3902314440744,94.0986285490498,3.099999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
221,309.9034896816702,65.61188678664561,3.1999999999999993,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
222,287.23312889438756,42.94152599936295,3.299999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
223,281.5203497261479,37.2287468311233,3.399999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
224,255.95267752636744,11.661074631342855,3.499999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
225,231.78463711285707,-12.506965782167512,3.5999999999999988,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
226,225.57080816698124,-18.72079472804335,3.6999999999999993,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
227,233.34114895153112,-10.950453943493452,3.799999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
228,242.96712202115475,-1.3244808738698397,3.8999999999999986,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
229,241.50844532766683,-2.783157567357759,3.999999999999999,ZFM-02600,1,865496ae-3206-4974-af44-2cff2f7023f2
230,160.27866933219676,-29.539037051305915,-0.5,ZFM-02600,1,c8f68575-e5a8-4960-a690-0149c5c4683f
231,182.0171815395439,-7.800524843958757,-0.4,ZFM-02600,1,c8f68575-e5a8-4960-a690-0149c5c4683f
